sitename,uvi,publishagency,county,wgs84lon,wgs84lat,publishtime
宜蘭,0.01,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 19:00"
澎湖,0.05,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 19:00"
臺中,0.03,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 19:00"
嘉義,0.05,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 19:00"
塔塔加,0.3,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 18:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 18:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 18:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 18:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 18:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 18:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 18:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 18:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 18:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 18:00"
苗栗,0,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 18:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 18:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 18:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 18:00"
花蓮,0.34,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 18:00"
馬祖,0.07,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 18:00"
高雄,0.59,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 18:00"
玉山,0.31,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 18:00"
臺南,0.48,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 18:00"
新竹,0.42,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 18:00"
鞍部,0.04,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 18:00"
恆春,0.32,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 18:00"
臺北,0.38,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 18:00"
成功,0.35,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 18:00"
基隆,0.07,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 18:00"
新屋,0.43,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 18:00"
蘭嶼,0.46,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 18:00"
臺東,0.41,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 18:00"
日月潭,0.26,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 18:00"
金門,0.03,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 18:00"
宜蘭,0.17,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 18:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 18:00"
臺中,0.28,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 18:00"
嘉義,0.49,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 18:00"
塔塔加,0.9,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 17:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 17:00"
屏東,1,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 17:00"
橋頭,1,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 17:00"
新營,1,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 17:00"
朴子,1,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 17:00"
斗六,1,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 17:00"
南投,2,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 17:00"
彰化,1,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 17:00"
沙鹿,1,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 17:00"
苗栗,1,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 17:00"
桃園,1,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 17:00"
淡水,1,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 17:00"
板橋,1,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 17:00"
花蓮,1.41,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 17:00"
馬祖,0.32,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 17:00"
高雄,1.88,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 17:00"
玉山,0.91,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 17:00"
臺南,2.10,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 17:00"
新竹,1.64,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 17:00"
鞍部,0.17,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 17:00"
恆春,1.42,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 17:00"
臺北,1.61,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 17:00"
成功,1.64,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 17:00"
基隆,0.37,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 17:00"
新屋,1.77,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 17:00"
蘭嶼,2.02,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 17:00"
臺東,1.80,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 17:00"
日月潭,0.61,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 17:00"
金門,0.56,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 17:00"
宜蘭,1.05,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 17:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 17:00"
臺中,1.33,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 17:00"
嘉義,1.64,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 17:00"
塔塔加,1.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 16:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 16:00"
屏東,4,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 16:00"
橋頭,2,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 16:00"
新營,3,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 16:00"
朴子,4,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 16:00"
斗六,3,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 16:00"
南投,3,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 16:00"
彰化,3,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 16:00"
沙鹿,3,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 16:00"
苗栗,3,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 16:00"
桃園,2,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 16:00"
淡水,2,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 16:00"
板橋,2,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 16:00"
花蓮,3.35,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 16:00"
馬祖,0.45,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 16:00"
高雄,3.86,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 16:00"
玉山,3.17,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 16:00"
臺南,4.11,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 16:00"
新竹,2.86,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 16:00"
鞍部,0.26,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 16:00"
恆春,3.66,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 16:00"
臺北,2.00,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 16:00"
成功,4.38,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 16:00"
基隆,1.92,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 16:00"
新屋,3.28,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 16:00"
蘭嶼,3.48,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 16:00"
臺東,4.19,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 16:00"
日月潭,1.92,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 16:00"
金門,1.07,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 16:00"
宜蘭,3.38,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 16:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 16:00"
臺中,2.88,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 16:00"
嘉義,3.32,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 16:00"
塔塔加,5,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 15:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 15:00"
屏東,4,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 15:00"
橋頭,5,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 15:00"
新營,4,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 15:00"
朴子,6,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 15:00"
斗六,6,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 15:00"
南投,6,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 15:00"
彰化,4,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 15:00"
沙鹿,5,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 15:00"
苗栗,4,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 15:00"
桃園,5,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 15:00"
淡水,3,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 15:00"
板橋,4,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 15:00"
花蓮,6.44,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 15:00"
馬祖,1.21,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 15:00"
高雄,7.63,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 15:00"
玉山,7.30,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 15:00"
臺南,4.03,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 15:00"
新竹,5.39,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 15:00"
鞍部,1.25,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 15:00"
恆春,6.93,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 15:00"
臺北,4.66,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 15:00"
成功,8.36,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 15:00"
基隆,3.26,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 15:00"
新屋,5.50,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 15:00"
蘭嶼,6.77,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 15:00"
臺東,7.16,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 15:00"
日月潭,3.89,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 15:00"
金門,1.82,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 15:00"
宜蘭,6.69,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 15:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 15:00"
臺中,4.60,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 15:00"
嘉義,5.72,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 15:00"
塔塔加,7.9,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 14:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 14:00"
屏東,6,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 14:00"
橋頭,6,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 14:00"
新營,7,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 14:00"
朴子,9,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 14:00"
斗六,9,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 14:00"
南投,11,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 14:00"
彰化,9,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 14:00"
沙鹿,6,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 14:00"
苗栗,8,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 14:00"
桃園,8,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 14:00"
淡水,5,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 14:00"
板橋,9,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 14:00"
花蓮,6.33,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 14:00"
馬祖,2.02,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 14:00"
高雄,8.49,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 14:00"
玉山,9.06,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 14:00"
臺南,7.00,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 14:00"
新竹,8.92,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 14:00"
鞍部,4.71,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 14:00"
恆春,8.13,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 14:00"
臺北,8.16,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 14:00"
成功,8.85,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 14:00"
基隆,5.83,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 14:00"
新屋,7.24,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 14:00"
蘭嶼,10.51,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 14:00"
臺東,10.45,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 14:00"
日月潭,4.25,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 14:00"
金門,2.42,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 14:00"
宜蘭,6.66,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 14:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 14:00"
臺中,7.58,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 14:00"
嘉義,7.89,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 14:00"
塔塔加,13.1,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 13:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 13:00"
屏東,7,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 13:00"
橋頭,6,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 13:00"
新營,8,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 13:00"
朴子,10,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 13:00"
斗六,13,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 13:00"
南投,11,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 13:00"
彰化,11,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 13:00"
沙鹿,9,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 13:00"
苗栗,10,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 13:00"
桃園,11,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 13:00"
淡水,10,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 13:00"
板橋,10,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 13:00"
花蓮,10.69,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 13:00"
馬祖,3.04,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 13:00"
高雄,10.32,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 13:00"
玉山,14.70,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 13:00"
臺南,7.85,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 13:00"
新竹,8.89,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 13:00"
鞍部,7.90,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 13:00"
恆春,12.21,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 13:00"
臺北,13.82,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 13:00"
成功,11.11,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 13:00"
基隆,6.90,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 13:00"
新屋,7.90,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 13:00"
蘭嶼,12.75,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 13:00"
臺東,10.67,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 13:00"
日月潭,3.83,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 13:00"
金門,3.33,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 13:00"
宜蘭,7.46,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 13:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 13:00"
臺中,8.35,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 13:00"
嘉義,7.79,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 13:00"
塔塔加,13.4,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 12:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 12:00"
屏東,9,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 12:00"
橋頭,7,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 12:00"
新營,7,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 12:00"
朴子,8,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 12:00"
斗六,10,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 12:00"
南投,7,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 12:00"
彰化,11,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 12:00"
沙鹿,10,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 12:00"
苗栗,10,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 12:00"
桃園,12,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 12:00"
淡水,9,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 12:00"
板橋,9,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 12:00"
花蓮,8.80,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 12:00"
馬祖,1.83,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 12:00"
高雄,7.91,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 12:00"
玉山,12.33,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 12:00"
臺南,6.53,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-14 12:00"
新竹,9.97,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-14 12:00"
鞍部,11.62,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-14 12:00"
恆春,9.92,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-14 12:00"
臺北,11.62,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-14 12:00"
成功,13.61,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-14 12:00"
基隆,6.23,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-14 12:00"
新屋,9.15,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-14 12:00"
蘭嶼,13.24,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-14 12:00"
臺東,14.06,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-14 12:00"
日月潭,4.73,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-14 12:00"
金門,4.89,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-14 12:00"
宜蘭,10.62,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-14 12:00"
澎湖,-999,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-14 12:00"
臺中,-999,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-14 12:00"
嘉義,10.36,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-14 12:00"
塔塔加,7.1,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-14 11:00"
阿里山,1,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-14 11:00"
屏東,7,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-14 11:00"
橋頭,7,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-14 11:00"
新營,9,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-14 11:00"
朴子,8,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-14 11:00"
斗六,10,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-14 11:00"
南投,8,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-14 11:00"
彰化,7,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-14 11:00"
沙鹿,9,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-14 11:00"
苗栗,8,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-14 11:00"
桃園,8,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-14 11:00"
淡水,6,環境保護署,新北市,"121,26,57","25,9,52","2022-06-14 11:00"
板橋,7,環境保護署,新北市,"121,27,31","25,0,47","2022-06-14 11:00"
花蓮,8.20,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-14 11:00"
馬祖,0.73,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-14 11:00"
高雄,-999,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-14 11:00"
玉山,9.11,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-14 11:00"
