"""content""","""publishtime""","""area""","""majorpollutant""","""forecastdate""","""aqi""","""minorpollutant""","""minorpollutantaqi"""
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-06,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-07,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-05,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-07,30,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-06,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-04,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-06,45,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,二氧化氮,2022-06-05,55,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-04,45,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-05,45,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-07,30,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,二氧化氮,2022-06-04,55,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-04,30,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-07,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,二氧化氮,2022-06-06,55,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-06,40,,
"今（3）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依18時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局3日18時氣象資料顯示：4日環境風場為西南風，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積；馬祖及金門易有低雲或局部霧影響能見度。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-03 22:00",,,2022-06-06,30,,
"今（4）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局4日10時氣象資料顯示：4日環境風場為西南風，全臺各地水平及垂直擴散條件佳，空氣品質良好；馬祖及金門易有低雲或局部霧影響能見度。北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級，北部零星地區可能達普通等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-04 10:30",,,2022-06-07,50,,
"今（4）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局4日10時氣象資料顯示：4日環境風場為西南風，全臺各地水平及垂直擴散條件佳，空氣品質良好；馬祖及金門易有低雲或局部霧影響能見度。北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級，北部零星地區可能達普通等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-04 10:30",,,2022-06-04,40,,
"今（4）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局4日10時氣象資料顯示：4日環境風場為西南風，全臺各地水平及垂直擴散條件佳，空氣品質良好；馬祖及金門易有低雲或局部霧影響能見度。北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級，北部零星地區可能達普通等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-04 10:30",,,2022-06-05,40,,
"今（4）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局4日10時氣象資料顯示：4日環境風場為西南風，全臺各地水平及垂直擴散條件佳，空氣品質良好；馬祖及金門易有低雲或局部霧影響能見度。北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級，北部零星地區可能達普通等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-04 10:30",,,2022-06-04,45,,
"今（4）日環境風場為西南風，全臺各地擴散條件佳，空氣品質良好。依10時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象局4日10時氣象資料顯示：4日環境風場為西南風，全臺各地水平及垂直擴散條件佳，空氣品質良好；馬祖及金門易有低雲或局部霧影響能見度。北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級，北部零星地區可能達普通等級。
5日環境風場仍受西南風影響，竹苗以南位於迎風面，擴散條件仍佳；北部空品區位於下風處，污染物稍易累積。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
6日鋒面接近，環境風場仍為西南風，全臺各地水氣增多，空氣品質多為良好至普通等級。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，4日至5日受西南風影響，竹苗以南位於迎風面，擴散條件佳，北部空品區位於下風處，污染物稍易累積；6日鋒面接近持續影響至10日，全臺各地水氣增多，空氣品質普遍良好。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2022-06-04 10:30",,,2022-06-06,30,,
