siteid,sitename,siteengname,county,township,basin,river,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,itemname,itemengname,itemengabbreviation,itemvalue,itemunit,note
1005,介壽橋,"Jieshou Bridge",新北市,,淡水河流域,基隆河,121.8054000,25.1064039,331228.64,2777805.38,"2022-05-03 12:09:49",酸鹼值,pH,pH,7.54," ",
1005,介壽橋,"Jieshou Bridge",新北市,,淡水河流域,基隆河,121.8054000,25.1064039,331228.64,2777805.38,"2022-05-03 12:09:49",水溫,"Water Temperature",WT,18.9,℃,
1005,介壽橋,"Jieshou Bridge",新北市,,淡水河流域,基隆河,121.8054000,25.1064039,331228.64,2777805.38,"2022-05-03 12:09:49",河川污染分類指標,"River Pollution Index",RPI,1,,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",大腸桿菌群,"Coliform Group",Coli_G,6200,CFU/100mL,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,77.3,%,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",氯鹽,Chloride,Cl,13200,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",氨氮,NH3-N,NH3_N,0.98,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",化學需氧量,"Chemical Oxygen Demand",COD,9.0,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",生化需氧量,"Biochemical Oxygen Demand",BOD5,&lt;1.0,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",溶氧(電極法),"Dissolved Oxygen",DO,5.7,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",懸浮固體,"Suspended Solid",SS,33.4,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",氣溫,Temperature,TMP,21.7,℃,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",導電度,Conductivity,EC,37800,μmho/cm25℃,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",酸鹼值,pH,pH,7.89," ",
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",水溫,"Water Temperature",WT,23.5,℃,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-05-04 06:31:10",河川污染分類指標,"River Pollution Index",RPI,2,,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",大腸桿菌群,"Coliform Group",Coli_G,27000,CFU/100mL,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,39.6,%,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",氯鹽,Chloride,Cl,3480,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",氨氮,NH3-N,NH3_N,2.91,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",化學需氧量,"Chemical Oxygen Demand",COD,9.5,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",生化需氧量,"Biochemical Oxygen Demand",BOD5,1.8,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",溶氧(電極法),"Dissolved Oxygen",DO,3.5,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",懸浮固體,"Suspended Solid",SS,32.0,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",氣溫,Temperature,TMP,21.5,℃,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",導電度,Conductivity,EC,11200,μmho/cm25℃,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",酸鹼值,pH,pH,7.32," ",
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",水溫,"Water Temperature",WT,22.1,℃,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-05-04 06:53:37",河川污染分類指標,"River Pollution Index",RPI,3,,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",大腸桿菌群,"Coliform Group",Coli_G,27000,CFU/100mL,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,20.4,%,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",氯鹽,Chloride,Cl,179,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",氨氮,NH3-N,NH3_N,3.45,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",化學需氧量,"Chemical Oxygen Demand",COD,19.8,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",生化需氧量,"Biochemical Oxygen Demand",BOD5,2.2,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",溶氧(電極法),"Dissolved Oxygen",DO,1.8,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",懸浮固體,"Suspended Solid",SS,41.0,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",氣溫,Temperature,TMP,21.7,℃,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",導電度,Conductivity,EC,987,μmho/cm25℃,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",酸鹼值,pH,pH,7.47," ",
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",水溫,"Water Temperature",WT,21.4,℃,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-05-04 07:15:59",河川污染分類指標,"River Pollution Index",RPI,3,,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",大腸桿菌群,"Coliform Group",Coli_G,70000,CFU/100mL,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,22.4,%,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",氯鹽,Chloride,Cl,37.8,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",氨氮,NH3-N,NH3_N,3.90,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",化學需氧量,"Chemical Oxygen Demand",COD,14.6,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",生化需氧量,"Biochemical Oxygen Demand",BOD5,2.9,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",溶氧(電極法),"Dissolved Oxygen",DO,2.0,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",懸浮固體,"Suspended Solid",SS,42.8,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",氣溫,Temperature,TMP,21.7,℃,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",導電度,Conductivity,EC,399,μmho/cm25℃,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",酸鹼值,pH,pH,7.41," ",
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",水溫,"Water Temperature",WT,20.7,℃,
1001,忠孝大橋,"Jhongshou Bridge.",臺北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-05-04 07:40:51",河川污染分類指標,"River Pollution Index",RPI,3,,
1013,大溪橋,"Dahan Bridge",桃園市,,淡水河流域,大漢溪,121.2838270,24.8846740,278676.26,2753033.83,"2022-04-06 13:00:46",生化需氧量,"Biochemical Oxygen Demand",BOD5,&lt;1.0,mg/L,
1012,百齡橋,"Bialin Bridge",臺北市,,淡水河流域,基隆河,121.5137258,25.0884350,301818.75,2775671.35,"2022-04-06 09:15:37",汞,Mercury,Hg,&lt;0.0003,mg/L,
1011,大直橋,"Dajhih Bridge",臺北市,,淡水河流域,基隆河,121.5444539,25.0764581,304923.65,2774356.85,"2022-04-06 10:06:27",汞,Mercury,Hg,&lt;0.0003,mg/L,
1010,民權大橋,"Minchenda Bridge",臺北市,,淡水河流域,基隆河,121.5695161,25.0634669,307458.00,2772928.28,"2022-04-06 10:30:00",汞,Mercury,Hg,&lt;0.0003,mg/L,
1009,江北橋,"Jiangpei Bridge",新北市,,淡水河流域,基隆河,121.6556400,25.0685730,316144.45,2773533.22,"2022-04-06 13:55:44",汞,Mercury,Hg,&lt;0.0003,mg/L,
1008,實踐橋,"Shihgein Bridge",基隆市,,淡水河流域,基隆河,121.6933319,25.0787808,319941.33,2774682.89,"2022-04-06 13:05:58",汞,Mercury,Hg,&lt;0.0003,mg/L,
1007,六合橋,"Liuho Bridge",基隆市,,淡水河流域,基隆河,121.7037589,25.0947711,320983.98,2776459.55,"2022-04-06 12:27:29",汞,Mercury,Hg,&lt;0.0003,mg/L,
1006,暖江橋,"Nungen Bridge",基隆市,,淡水河流域,基隆河,121.7416289,25.1028361,324798.94,2777373.34,"2022-04-06 09:16:18",汞,Mercury,Hg,&lt;0.0003,mg/L,
1005,介壽橋,"Jieshou Bridge",新北市,,淡水河流域,基隆河,121.8054000,25.1064039,331228.64,2777805.38,"2022-04-06 08:27:21",汞,Mercury,Hg,&lt;0.0003,mg/L,
1004,淡水河口,"Danshuei River Mouth",新北市,,淡水河流域,淡水河本流,121.4227450,25.1709011,292612.91,2784773.96,"2022-04-07 08:05:12",汞,Mercury,Hg,&lt;0.0003,mg/L,
1003,關渡大橋,"Gwandu Bridge",新北市,,淡水河流域,淡水河本流,121.4572369,25.1248169,296107.07,2779680.74,"2022-04-07 08:30:05",汞,Mercury,Hg,&lt;0.0003,mg/L,
1002,重陽大橋,"Chongyang Bridge",臺北市,,淡水河流域,淡水河本流,121.5027969,25.0841740,300718.11,2775195.23,"2022-04-07 08:53:05",汞,Mercury,Hg,&lt;0.0003,mg/L,
1001,忠孝大橋,"Jhongshou Bridge.",新北市,,淡水河流域,淡水河本流,121.5002090,25.0511440,300470.59,2771535.67,"2022-04-07 09:18:46",汞,Mercury,Hg,&lt;0.0003,mg/L,
1686,成德大橋,"Chengde Bridge",屏東縣,,東港溪流域,東港溪,120.5889722,22.6135278,207745.35,2501547.24,"2022-01-05 08:35:00",氣溫,Temperature,TMP,22.8,℃,
1686,成德大橋,"Chengde Bridge",屏東縣,,東港溪流域,東港溪,120.5889722,22.6135278,207745.35,2501547.24,"2022-01-05 08:35:00",河川污染分類指標,"River Pollution Index",RPI,0,,
1685,永安橋,"Yungan Bridge",臺南市,,鹽水溪流域,鹽水溪,120.2395000,23.0513889,172067.35,2550176.11,"2022-01-06 00:00:00",河川污染分類指標,"River Pollution Index",RPI,0,,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",汞,Mercury,Hg,&lt;0.0003,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",六價鉻,"Hexavalent Chromium",Cr6,&lt;0.002,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",銀,Silver,Ag,&lt;0.001,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",硒,Selenium,Se,&lt;0.001,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",鎘,Cadmium,Cd,&lt;0.001,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",砷,Arsenic,As,0.0048,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",鉛,Lead,Pb,&lt;0.003,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",鎳,Nickel,Ni,&lt;0.005,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",銅,Copper,Cu,0.004,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",鋅,Zinc,Zn,0.017,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",錳,Manganese,Mn,0.090,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",大腸桿菌群,"Coliform Group",Coli_G,1300,CFU/100mL,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",總磷,Total-Phosphate,TP,0.277,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,93.8,%,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",氯鹽,Chloride,Cl,16400,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,0.179,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,0.46,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",氨氮,NH3-N,NH3_N,0.97,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",總有機碳,"Total Organic Carbon",TOC,0.13,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",化學需氧量,"Chemical Oxygen Demand",COD,7.3,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,1.1,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",溶氧(電極法),"Dissolved Oxygen",DO,7.2,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",懸浮固體,"Suspended Solid",SS,72.0,mg/L,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",氣溫,Temperature,TMP,27.0,℃,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",導電度,Conductivity,EC,45100,μmho/cm25℃,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",酸鹼值,pH,pH,7.92,,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",水溫,"Water Temperature",WT,20.3,℃,
1684,東石南橋,"Dungshrnan Bridge",嘉義縣,,朴子溪流域,朴子溪,120.1688611,23.4436944,165077.03,2593661.16,"2022-01-03 15:53:00",河川污染分類指標,"River Pollution Index",RPI,2,,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",汞,Mercury,Hg,&lt;0.0003,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",六價鉻,"Hexavalent Chromium",Cr6,&lt;0.002,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",銀,Silver,Ag,&lt;0.001,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",硒,Selenium,Se,&lt;0.001,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",鎘,Cadmium,Cd,&lt;0.001,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",砷,Arsenic,As,0.0071,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",鉛,Lead,Pb,&lt;0.003,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",鎳,Nickel,Ni,&lt;0.005,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",銅,Copper,Cu,&lt;0.001,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",鋅,Zinc,Zn,0.004,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",錳,Manganese,Mn,0.086,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",大腸桿菌群,"Coliform Group",Coli_G,100000,CFU/100mL,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",總磷,Total-Phosphate,TP,1.21,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,66.9,%,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",氯鹽,Chloride,Cl,1380,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",亞硝酸鹽氮,Nitrite-Nitrogen,NO2_N,0.117,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",硝酸鹽氮,Nitrate-Nitrogen,NO3_N,0.92,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",氨氮,NH3-N,NH3_N,3.11,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",總有機碳,"Total Organic Carbon",TOC,1.89,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",化學需氧量,"Chemical Oxygen Demand",COD,14.9,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,5.1,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",溶氧(電極法),"Dissolved Oxygen",DO,6.0,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",懸浮固體,"Suspended Solid",SS,139,mg/L,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",氣溫,Temperature,TMP,19.8,℃,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",導電度,Conductivity,EC,5380,μmho/cm25℃,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",酸鹼值,pH,pH,7.86,,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",水溫,"Water Temperature",WT,20.0,℃,
1683,蚊港橋,"Wengang Bridge",雲林縣,,新虎尾溪流域,新虎尾溪,120.2238611,23.7619167,170888.15,2628872.40,"2022-01-03 17:02:00",河川污染分類指標,"River Pollution Index",RPI,4,,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2022-01-13 07:01:00",汞,Mercury,Hg,&lt;0.0003,mg/L,
1682,象鼻大橋,"Siangbee Bridge",苗栗縣,,大安溪流域,大安溪,120.9467778,24.3574722,244600.15,2694614.11,"2022-01-13 07:01:00",六價鉻,"Hexavalent Chromium",Cr6,&lt;0.002,mg/L,
